FILO,CLASSE,ORDEM,FAMÍLIA,ESPÉCIES,Sigla,,PrnB,PrnC,PrnD
,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum sulfidophilum DSM 1374,AF,A,A,WP_042462773.1/WP_042461813.1/WP_042458938.1/WP_042462130.1,A
,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius mucosus SMR3,AF,A,A,ARE84442.1/ARE82372.1/ARE85081.1/ARE81517.1/ARE85080.1/ARE83700.1/ARE84840.1/ARE84805.1/ARE83983.1,ARE85335.1/ARE84027.1
,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter denitrificans OCh 114,AF,A,A,SFG27329.1/WP_011566398.1/WP_011568282.1/WP_011568244.1/WP_011567829.1,WP_011568553.1/WP_011569767.1/WP_011567317.1/WP_011568960.1/WP_011567445.1/WP_011570216.1
,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter litoralis Och 149,AF,A,A,WP_013963710.1/WP_013961149.1/WP_013960938.1/WP_013962013.1/WP_013961978.1/WP_013962637.1/WP_044025150.1/AEI92158.1/WP_013963212.1/WP_013962878.1/WP_013961112.1,WP_013962004.1/WP_013960734.1/WP_013960211.1/WP_013961550.1/WP_013963765.1
,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseibacterium elongatum DSM 19469,AF,A,A,WP_025313243.1/WP_025312847.1/WP_025311092.1/WP_025311691.1/WP_025310733.1/WP_025310700.1/WP_025311133.1/AHM02571.1/WP_084613788.1,WP_051508423.1
,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria pomeroyi DSS-3,AF,A,A,WP_011048062.1/WP_044028742.1/AAV96645.1/WP_030003180.1/WP_011046817.1/WP_011049499.1/WP_011048145.1/WP_011047219.1/AAV96904.1/WP_044028827.1,WP_011049357.1/WP_011049360.1
,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Salipiger profundus JLT2016,AF,A,A,APX23375.1/APX25793.1/APX25758.1/APX23409.1/APX22917.1/APX23786.1,APX24174.1/APX26440.1/APX22238.1/APX23588.1/APX25275.1
,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter pseudonitzschiae SMR1,AF,A,A,ASM71583.1/ASM74109.1/ASM71577.1/ASM73531.1/ASM75456.1/ASM73739.1/ASM71453.1/ASM75047.1,ASM74958.1/ASM72062.1
,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tateyamaria omphalii DOK1-4,AF,A,A,APX13330.1/APX10610.1,APX11255.1/APX12368.1
,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thioclava nitratireducens 25B10_4,AF,A,A,AQS47281.1/AQS49343.1/AQS49571.1/AQS46837.1/AQS47398.1/AQS47915.1,AQS50210.1
,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Yoonia vestfoldensis SMR4r,AF,A,A,ARU02603.1/ART99833.1/ART99517.1/ARU00418.1/ARU02198.1/ARU00535.1/ART99775.1,ARU02510.1
,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter aceti TMW2.1153,AF,A,A,AQS84207.1/AQS83856.1/AQS86422.1/AQS84974.1/AQS86096.1/AQS83802.1/AQS83810.1/AQS84163.1/AQS84117.1,AQS86478.1/AQS85683.1/AQS84853.1/AQS86262.1/AQS85981.1
,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter pasteurianus IFO 3283-01 ,AF,A,A,WP_014457388.1/WP_012812308.1,WP_014457383.1/WP_003623144.1/WP_014457075.1/WP_014457358.1
,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter persici TMW2.1084,AF,A,A,AQT04542.1/AQT05241.1/AQT03879.1/AQT05387.1/AQT04895.1,AQT05510.1/AQT05586.1
,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter senegalensis 108B,AF,A,A,CEF42582.1/CEF39885.1/CEF39991.1/CEF40844.1/CEF42688.1/CEF42231.1/CEF39807.1/,CEF41473.1/CEF41622.1/CEF41729.1/CEF41734.1/CEF40081.1/CEF39900.1/CEF42374.1/CEF40709.1
,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidiphilium multivorum AIU301,AF,A,A,WP_013639510.1/WP_007423163.1/WP_013639649.1/,WP_013634970.1
,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Asaia bogorensis NBRC 16594,AF,A,A,WP_062165098.1/WP_062164534.1/WP_062163949.1/BAT18781.1/WP_062163864.1/BAT18887.1/BAT18706.1/WP_062165269.1,WP_062164633.1/WP_062165490.1/BAT20165.1/WP_083510816.1
,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconacetobacter diazotrophicus PA1 5,AF,A,A,AAG27079.1/CAP54396.1/CAP54403.1/ACI52541.1/ACI51325.1/CAP54205.1/ACI52081.1/ACI50704.1/CAP55221.1/ACI53221.1/CAP55659.1,ACI52884.1/WP_012227627.1/WP_012226005.1/ACI50413.1/WP_049762852.1/WP_012226327.1/ACI51238.1/WP_012223036.1
,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconobacter oxydans 621H,AF,A,A,WP_011252940.1/WP_011253722.1/WP_024716652.1/AAW60523.1/AAW61832.1/WP_011252784.1/WP_011251523.1/WP_011253018.1/WP_011253601.1/AAW61503.1/WP_080504788.1/WP_011252058.1,AAW61828.1/WP_011251877.1/WP_011253875.1/WP_034953820.1/AAW61534.1
,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconobacter oxydans H24,AF,A,A,WP_015072867.1/WP_015074759.1/WP_015074416.1/WP_015073584.1/WP_007281630.1/WP_015074366.1/WP_015072748.1/WP_015073479.1/WP_015074748.1/WP_015074687.1/WP_015072194.1,SRX81688.1/WP_015072392.1/WP_016737993.1/WP_015072282.1/AFW02479.1
,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Granulibacter bethesdensis CGDNIH1,AF,A,A,WP_011633117.1/WP_011632489.1/ABI62685.2/ABI61438.1/WP_050748518.1/WP_043454318.1/ABI62742.1/WP_011631953.1,WP_025318314.1/ABI61566.1/WP_011631197.1/WP_011632428.1
,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Komagataeibacter medellinensis NBRC 3288,AF,A,A,WP_014105117.1/WP_014104104.1/BAK83814.1/WP_041247325.1/BAK84214.1/WP_014106440.1,WP_014105246.1/WP_014105136.1/WP_041247408.1/BAK84810.1/BAK84972.1/WP_041247432.1/BAK83842.1/WP_041247261.1/WP_014106881.1/WP_014105164.1/BAK86116.1/
,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Komagataeibacter xylinus E25,AF,A,A,AHI27362.1/WP_025439156.1/AHI25343.1,WP_025439334.1/WP_095666481.1/AHI24462.1/AHI24297.1/WP_025437394.1/WP_025439485.1
,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Kozakia baliensis DSM 14400,AF,A,A,WP_029603265.1/WP_070404464.1/WP_070401959.1/WP_070405697.1/WP_029603666.1/WP_070401726.1/WP_029605209.1/WP_070405092.1/WP_070402358.1/WP_070405899.1/WP_029604192.1/WP_070403657.1/WP_051626054.1/WP_070404592.1/WP_070402128.1/WP_010510907.1/WP_051625735.1/WP_070405674.1/WP_070401695.1,WP_081827761.1/WP_083301821.1/WP_083278339.1/WP_083301758.1/AOX19263.1/WP_070402090.1/WP_029604348.1/WP_070406070.1
,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Neoasaia chiangmaiensis NBRC 101099,AF,A,A,WP_077805725.1/WP_077808460.1/WP_077807996.1/WP_077807428.1/WP_077807438.1/WP_077807552.1/WP_077808528.1,WP_077805875.1/WP_077807364.1/AQS89453.1
,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Parasaccharibacter apium G7_7_3c,AF,A,A,WP_099026514.1/WP_043561835.1/WP_081562531.1/WP_081562670.1/WP_099027451.1/WP_103765233.1/WP_081562713.1/WP_099026871.1,A
,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas gilardii U14-5,AF,A,A,APT59842.1/APT59369.1/APT56252.1/APT60009.1/APT55802.1/APT58939.1/APT57084.1/APT56553.1/APT58491.1/APT57314.1,APT59737.1/APT59809.1/APT58867.1
,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum brasilense,AF,A,A,PZR09040.1/WP_114857443.1/WP_103041362.1/WP_014239764.1/WP_035672203.1/WP_103040309.1/AAM00918.1/WP_094305906.1/WP_038529024.1/WP_119507467.1/CAA63239.1/PZR08716.1/AAG10011.1/WP_119510500.1/WP_103041377.1/WP_035670670.1/WP_119509986.1/WP_107685982.1/WP_109138469.1/WP_094301303.1/WP_014239037.1/WP_114860645.1/WP_038530025.1/WP_103040085.1/ALJ35923.1/WP_119507743.1/WP_079285071.1/WP_081650183.1/WP_114860437.1/EZQ09285.1/WP_094306146.1/WP_081862955.1/BAN78526.1/OPH15895.1/WP_014239481.1/WP_119506610.1/WP_051140430.1/WP_051658603.1/CCC97287.1/WP_082188125.1/WP_094302029.1,PZR07991.1/PZP45131.1/PZR13423.1/PZR10647.1/PZP44383.1/PZP84868.1/PZP41432.1
,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum thiophilum BV-S,AF,A,A,KJR66567.1/KJR61903.1/KJR64151.1/KJR63647.1/KJR61528.1/KJR62372.1/KJR64050.1,A
,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Haematospirillum jordaniae H5569,AF,A,A,AMW34065.1/AMW34854.1/AMW33858.1,A
,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum gryphiswaldense MSR-1 v2,AF,A,A,WP_024078617.1/WP_024079312.1/WP_024079788.1/WP_024081192.1/CDK98072.1/WP_041633442.1,A
,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum magneticum AMB-1,AF,A,A,WP_011385815.1/WP_011382706.1/WP_011382461.1,A
,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Nitrospirillum amazonense CBAmc,AF,WP_088873240.1/WP_088875805.1/WP_088873242.1/WP_088875020.1/WP_088874608.1/WP_088873851.1/WP_088875632.1/WP_088873601.1,A,WP_088873659.1/WP_004274339.1/WP_088874509.1/WP_088871172.1/WP_088872527.1/WP_088875632.1/WP_040845795.1/WP_088872800.1/WP_088871469.1/WP_088873579.1/WP_088872872.1/WP_040848994.1/WP_088870983.1/WP_088875405.1/WP_088871696.1,WP_088874450.1/WP_088872461.1/WP_088875329.1/WP_088873954.1/WP_088874379.1
,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Pararhodospirillum photometricum DSM 122,AF,A,A,WP_014414384.1/WP_014414666.1/WP_014413907.1,A
,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillum centenum SW,AF,A,A,WP_012568819.1/WP_012568325.1/WP_012568831.1/WP_012566385.1/WP_012569036.1,WP_012567315.1
,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillum rubrum ATCC 11170,AF,A,A,WP_011389920.1/WP_011388018.1/WP_011388774.1/WP_011389421.1,A
,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Thalassospira xiamenensis M-5 = DSM 17429,AF,A,A,WP_040059973.1/AJD52904.1/WP_007088726.1/WP_007092464.1/WP_007091202.1/WP_007089233.1/WP_007091593.1,A
,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Tistrella mobilis KA081020-065,AF,A,A,WP_014744116.1/WP_014753162.1/WP_014748577.1/WP_081598710.1/WP_014746558.1/WP_014746187.1,WP_051045557.1/AFK55957.1/WP_014752877.1/WP_014746553.1/WP_014747826.1
,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Anaplasma centrale str. Israel,AF,A,A,WP_012880303.1,A
,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Anaplasma marginale str. Florida ,AF,A,A,WP_037349003.1/WP_012659142.1,A
,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Anaplasma phagocytophilum HZ,AF,A,A,WP_011450173.1/WP_011450521.1,A
,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia canis str. Jake,AF,A,A,A,A
,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia chaffeensis str. Arkansas,AF,A,A,WP_006010412.1,A
,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia muris AS145,AF,A,A,WP_024072531.1,A
,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia ruminantium str. Welgevonden,AF,A,A,WP_011154692.1,A
,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Neorickettsia helminthoeca str. Oregon,AF,A,A,WP_038559392.1/AHX11317.1/WP_038559281.1/WP_038560631.1/AHX11569.1,A
,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Neorickettsia risticii str. Illinois ,AF,A,A,WP_015816397.1/WP_015816317.1/WP_015816517.1/,A
,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Neorickettsia sennetsu str. Miyayama,AF,A,A,WP_011451854.1/WP_011451946.1/ABD45807.1/WP_041917514.1,A
,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia endosymbiont of Cimex lectularius,AF,A,A,WP_041045318.1,A
,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia endosymbiont of Drosophila melanogaster,AF,A,A,WP_010962415.1,A
,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia endosymbiont of Drosophila simulans wNo,AF,A,A,WP_015587700.1,A
,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia endosymbiont of Onchocerca ochengi,AF,A,A,WP_014869253.1,A
,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia endosymbiont strain TRS of Brugia malayi,AF,A,A,WP_011256266.1/WP_011256759.1/WP_041571576.1/AAW71147.1,A
,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Orientia tsutsugamushi str. Boryong,AF,A,A,A,A
,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia akari str. Hartford,AF,A,A,WP_012149772.1/WP_012149731.1,A
,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia amblyommatis Ac37,AF,A,A,ALA61968.1/ALA61894.1,A
,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia australis str. Cutlack,AF,A,A,WP_014412595.1,A
,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia bellii RML369-C,AF,A,A,WP_041804652.1/ABE04706.1,A
,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia canadensis str. McKiel,AF,A,A,WP_041405236.1/ABV73369.1,A
,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia conorii str. Malish 7,AF,A,A,WP_010977314.1,A
,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia felis URRWXCal2,AF,A,A,WP_011271219.1,A
,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia japonica YH,AF,A,A,WP_014120849.1,A
,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia prowazekii str. Madrid E,AF,A,A,WP_010886322.1,A
,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia rhipicephali str. 3-7-female6-CWPP,AF,A,A,WP_014408718.1,A
,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia typhi str. Wilmington,AF,A,A,WP_011190997.1/WP_011191223.1,A
,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Altererythrobacter atlanticus 26DY36,AF,AKH43233.1,A,AKH42443.1/AKH42082.1/AKH43179.1/AKH43956.1,AKH44367.1/AKH44360.1/AKH42899.1/AKH42606.1/AKH41119.1
,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Altererythrobacter dongtanensis KCTC 22672,AF,WP_067681466.1/WP_067681624.1,A,WP_067681424.1/WP_067681496.1/WP_067675539.1/WP_067676249.1/WP_067680198.1,WP_067677722.1
,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Altererythrobacter epoxidivorans CGMCC 1.7731,AF,ALE17729.1/ALE17732.1,A,ALE15834.1/ALE17704.1/ALE17209.1/ALE16469.1/ALE17498.1/ALE16498.1/ALE16122.1,ALE16740.1/ALE17497.1
,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Altererythrobacter ishigakiensis NBRC 107699,AF,WP_067596700.1/WP_067597999.1,A,WP_067602203.1/WP_067601326.1/WP_067599680.1/WP_067599613.1/WP_067596679.1,WP_067599092.1/WP_067597470.1/WP_067601863.1
,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Altererythrobacter marensis KCTC 22370,AF,A,A,PZO71707.1/WP_047805639.1/WP_047806246.1/AKM08143.1/WP_047807019.1/WP_047806129.1,WP_047806094.1/WP_053043964.1/PZO63203.1
,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Altererythrobacter namhicola JCM 16345,AF,WP_067789369.1/WP_083989586.1/WP_067786239.1/ANU07161.1,WP_067787703.1,WP_067786673.1/WP_083989489.1/WP_067785678.1/WP_067787670.1/WP_067789369.1/WP_067788585.1,WP_067784617.1
,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Croceicoccus marinus E4A9,AF,ARU16019.1/ARU16025.1/ARU16023.1/ARU17996.1/ARU16020.1/ARU18352.1/ARU15747.1/ARU16022.1,A,ARU15470.1/ARU17608.1/ARU18126.1/ARU16469.1/ARU18064.1/ARU15415.1/ARU16893.1/ARU17783.1/ARU16357.1/ARU16088.1,ARU18111.1/ARU17595.1/ARU17657.1/ARU17941.1/ARU16033.1/ARU17899.1
,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Croceicoccus naphthovorans PQ-2,AF,AKM10376.1/AKM10378.1,A,AKM11852.1/AKM11439.1/AKM09337.1/AKM10026.1/AKM10247.1/AKM12021.1,AKM12046.1/AKM12068.1/AKM12064.1/AKM10284.1/AKM11402.1
,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter atlanticus s21-N3,AF,A,A,AKQ42486.1/AKQ41731.2/AKQ43050.2/AKQ43366.2/AKQ42170.2/AKQ42655.1/AKQ40921.1,AKQ42952.1/AKQ42839.2/AKQ42990.2/AKQ42936.1/AKQ41247.1
,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter flavus VG1,AF,ASP31567.1/ASP30408.1/ASP30380.1,A,ASP31567.1/ASP30790.1/ASP30951.1/ASP28913.1/ASP29288.1/ASP30202.1/ASP31119.1/ASP30230.1,ASP29991.1
,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter gangjinensis CGMCC1.15024,AF,APE26861.1/APE26857.1/APE27861.1,A,APE28772.1/APE29236.1/APE27370.1/APE28153.1,APE27947.1
,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter litoralis DSM 8509,AF,KEO92092.1/WP_011413601.1/WP_011413605.1/KEO89854.1/KEO89855.1/KEO89857.1,WP_011414136.1,WP_069297424.1/KEO90865.1/KEO89862.1/WP_034904082.1/WP_034900593.1/KEO99117.1/KEO88887.1/WP_034902482.1/WP_011415264.1/WP_051697753.1/WP_011413276.1/KEO88750.1/KEO91870.1/KEO92042.1/WP_011414608.1/KEO90355.1/WP_011415407.1/WP_034903420.1,WP_034905466.1/WP_034904904.1/KEO91720.1
,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter litoralis HTCC2594,AF,WP_011413601.1/WP_011413605.1,A,WP_011415264.1/WP_011413276.1/WP_011414608.1/WP_011415407.1/WP_011414157.1/WP_011415247.1,A
,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Porphyrobacter neustonensis DSM 9434,AF,WP_068349066.1/WP_082925324.1/ANK14001.1/WP_082925584.1/ANK13956.1,A,WP_068351218.1/WP_068350912.1/WP_068353720.1/WP_068354111.1/WP_082925307.1/ANK11731.1/WP_068350291.1/WP_068352239.1/WP_068348990.1,WP_068352704.1
,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium aromaticivorans DSM 12444,AF,WP_011445532.1/WP_011445539.1/WP_011445257.1/WP_011445254.1/AEI88194.1,A,WP_011906660.1/WP_011444742.1/WP_011446803.1/WP_011906678.1/WP_011445323.1/WP_011445431.1/WP_049759343.1/WP_011444867.1/WP_011446429.1/ABD25923.1/WP_011445532.1/WP_011444072.1/WP_011906974.1/WP_011906946.1/WP_011906897.1/WP_011446579.1/WP_011444373.1/WP_011445594.1/WP_083760755.1/WP_011446084.1/WP_011906735.1,WP_011906912.1/WP_011906895.1/WP_011906848.1/WP_011445522.1/WP_011445143.1/WP_011445142.1/WP_011444368.1/WP_010891029.1/WP_011906709.1/ABD25641.1/WP_010891024.1/WP_083760783.1/WP_011907052.1
,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium pentaromativorans US6-1,AF,WP_007011282.1,A,WP_007011562.1/EHJ59787.1/WP_039857764.1/WP_007014352.1/WP_007014165.1/WP_007011392.1/WP_007014311.1/WP_007012521.1/AIT80468.1/WP_007014156.1/EHJ59549.1/EHJ61263.1/WP_038576039.1/WP_007012136.1/WP_007012794.1/WP_007012707.1/WP_007012164.1/WP_041565037.1/WP_007014419.1/WP_007015211.1/AIT80767.1,WP_081474032.1/AIT80046.1/WP_007012969.1/WP_007012408.1/WP_039857892.1/EHJ59536.1/EHJ59564.1/WP_039857629.1/WP_007012420.1/WP_007014534.1/WP_081474063.1/EHJ59221.1/WP_081976328.1/WP_007015995.1/WP_007015752.1/EHJ58010.1/WP_037485736.1/WP_007015975.1/WP_007013178.1/EHJ60705.1/AIT79808.1/WP_052117957.1/WP_007015351.1
,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium resinovorum SA1,AF,AOR75339.1,A,AOR76735.1/AOR79562.1/AOR78394.1/AOR81205.1/AOR80826.1/AOR78960.1/AOR78539.1/AOR77778.1/AOR75890.1/AOR79092.1/AOR80950.1/AOR77529.1/AOR80154.1/AOR79365.1/AOR76418.1/AOR78229.1,AOR81231.1/AOR80817.1/AOR79367.1/AOR80196.1/AOR80960.1/AOR80645.1/AOR80031.1/AOR81348.1/AOR79006.1/AOR80461.1/AOR76179.1/AOR80182.1/AOR78832.1/AOR80050.1/AOR80418.1
,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium baderi DE-13,AF,A,A,ALR20472.1/ALR20603.1/ALR20775.1/ALR19934.1/ALR22742.1/ALR20546.1/ALR21672.1/ALR21281.1/ALR23119.1,ALR20187.1/ALR20389.1/ALR20190.1/ALR19516.1/ALR21812.1/ALR20234.1/ALR21813.1
,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium chlorophenolicum L-1,AF,A,A,WP_013847940.1/WP_013847314.1/WP_041391309.1/AEG50940.1/WP_049785978.1/AEG51024.1/WP_013849726.1/WP_013847872.1/AEG50929.1/WP_049786030.1/WP_013848219.1/WP_013846748.1/WP_013847017.1/WP_013848844.1/WP_013849012.1/WP_013849812.1/WP_013848743.1/WP_013849771.1/WP_013848685.1/WP_013848921.1/AEG48148.1/WP_041390268.1/WP_013846727.1/WP_013846408.1/AEG48150.1/WP_081465111.1,WP_013848068.1
,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium herbicidovorans MH,AF,A,A,CAF32816.1,A
,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium japonicum UT26S,AF,WP_013053815.1,A,WP_013039755.1/WP_013040654.1/WP_013038813.1/WP_013053698.1/WP_013053620.1/BAI97543.1/WP_041386547.1/WP_013053973.1/WP_013038929.1/WP_041385932.1/BAI96896.1/WP_013039244.1,WP_081440727.1/WP_013038867.1/WP_013039616.1/BAI99098.1/WP_013040719.1/WP_013040881.1
,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas hengshuiensis WHSC-8,AF,AJP71745.1/AJP72088.1/AJP72089.1/AJP72515.1,PZP19242.1,AJP72800.1/AJP72686.1/AJP71263.1/AJP70932.1/AJP74031.1/AJP73225.1/AJP71093.1/AJP72348.1/AJP71209.1/AJP71461.1/AJP71468.1/AJP72801.1,AJP73662.1/AJP74501.1/AJP72538.1/AJP71302.1
,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas koreensis ABOJV,AF,APR53936.1/APR52245.1/APR53897.1/APR51733.1/APR54866.1/APR54863.1/APR52202.1/APR55138.1,A,APR54439.1/APR53897.1/APR53070.1/APR53690.1/APR54315.1/APR51965.1/APR53077.1/APR53035.1,APR51066.1/APR51065.1/APR52166.1/APR53095.1
,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas melonis TY,AF,WP_018250743.1/WP_018250746.1/WP_017978954.1/WP_017979780.1/WP_017979801.1/WP_018250658.1/WP_062126420.1/WP_017978949.1/WP_062126359.1/WP_062126787.1/WP_062126362.1,A,WP_128830670.1/WP_053111705.1/WP_017978461.1/WP_053111711.1/WP_018250658.1/AMR55380.1/WP_017978949.1/WP_062127015.1/WP_017979109.1/WP_062126571.1,A
,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas panacis DCY99,AF,AOH84531.1/AOH84156.1,A,AOH84953.1/AOH85908.1/AOH83470.1/AOH85790.1/AOH86760.1/AOH87195.1/AOH83687.1/AOH86355.1/AOH85856.1/AOH83940.1/AOH85870.1/AOH84668.1/AOH86204.1,AOH83372.1/AOH86085.1/AOH85247.1/AOH86604.1/AOH84296.1
,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas sanxanigenens DSM 19645 = NX02,AF,WP_025293453.1/WP_025291503.1,A,AHE51967.1/WP_084717570.1/WP_025291325.1/WP_025293632.1/WP_025293508.1/WP_025293453.1/WP_025290985.1/WP_025293301.1/WP_025294894.1/WP_025290774.1/WP_025292554.1/WP_025292654.1/WP_025294242.1/WP_039996366.1/WP_025293358.1/WP_025294338.1/AHE54548.1/WP_025292754.1,WP_025293291.1/WP_025293264.1/WP_025295322.1/WP_025294432.1/WP_053000695.1/WP_025291549.1/WP_025294267.1/WP_025291669.1/WP_025293371.1/WP_084717900.1
,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas taxi ATCC 55669,AF,AIT05268.1/WP_081974275.1/PZO72181.1/WP_038658868.1/WP_038665988.1/PZQ63156.1/WP_038666457.1/WP_038661265.1/PZQ59702.1/PZO72195.1/WP_038665284.1/WP_038661259.1/AIT08238.1/WP_038665308.1/WP_052075671.1/WP_038662443.1/PZQ62909.1/PZO77108.1/WP_038661262.1/WP_038667068.1/WP_038663749.1/PZO75859.1/PZO75934.1/PZQ62949.1/PZO72201.1/PZO72192.1/WP_081974364.1/AIT08066.1/AIT06618.1/WP_081974402.1,A,PZQ62949.1/PZO76991.1/WP_052075725.1/AIT08324.1/PZQ62955.1/AIT08238.1/WP_052075671.1/PZO76503.1/PZQ61952.1/WP_038658941.1/WP_038661738.1/PZO73838.1/PZQ63033.1,PZQ58361.1/PZQ59663.1/WP_038666447.1/PZO75989.1
